doi,title,journal_title,year
10.26434/chemrxiv-2022-9wk70,Shape matters: Highly selective Antimicrobial Bottle Brush copolymers via a one-pot RAFT polymerization approach,Biological and Medicinal Chemistry (ChemRxiv),2022
10.21203/rs.3.rs-2097395/v1,Flow Study on a Transparent Two-Phase Blood Model Fluid Based on Alginate Microspheres,Research Square,2022
10.1101/2022.09.28.509898,Synthetic carbon fixation via the autocatalytic serine threonine cycle,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1987704/v1,Validation of the Fear of COVID-19 Scale and its relationship with preventive behavior and anxiety disorders in Pakistan,Research Square,2022
10.1101/2022.09.29.22280527,Comprehensive Autoantibody Profiles in Systemic Sclerosis: Clinical Cluster Analysis,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.01.22280361,Re-evaluation and Re-analysis of 152 research exomes five years after the initial report reveals clinically relevant changes in 20%,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.09.30.510296,Prior unsupervised experience leads to long lasting effects in sensory gating during discrimination learning,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.04.510352,Distinct phenotype of SARS-CoV-2 Omicron BA.1 in human primary cells but no increased host range in cell lines of putative mammalian reservoir species,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2108605/v1,Effects of deep brain stimulation on driving in Parkinson’s disease - a prospective controlled study,Research Square,2022
10.21203/rs.3.rs-2044092/v1,Efficacy and safety of TNF inhibitors in the treatment of juvenile idiopathic arthritis: a systematic literature review,Research Square,2022
10.1101/2022.10.03.510596,What moves when mice move a single whisker to touch? Individuality and stereotypy in behavior,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2085479/v1,A mega-analysis of vertex and gyral cortical thickness differences in adults with and without PTSD,Research Square,2022
10.1101/2022.10.05.510753,Identifying best practices for detecting inter-regional functional connectivity from EEG,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.06.511202,Subcortical coding of predictable and unsupervised sound-context associations,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.05.22279072,European and multi-ancestry genome-wide association meta-analysis of atopic dermatitis highlights importance of systemic immune regulation,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1881600/v1,Payments for Medical Innovation in Germany: A hospital claims data analysis of utilization and costs from 2013 to 2019,Research Square,2022
10.1101/2022.10.09.22280784,Reporting of Retrospective Registration in Clinical Trial Publications: a Cross-Sectional Study of German Trials,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.09.22280826,Time trends of mental health indicators in Germany’s adult population before and during the COVID-19 pandemic,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.10.511681,A role for caveolar proteins in regulation of the circadian clock,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.10.511539,Disturbed trophoblast transition links preeclampsia progression from placenta to the maternal syndrome,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.12.511878,Spatial expression of an mRNA encoding Tie2-agonist in the capillary endothelium of the lung prevents pulmonary vascular leakage,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.11.509645,A meta-analysis of the effect of protein synthesis inhibitors on rodent fear conditioning,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.10.22280850,Anti-SARS-CoV-2 antibody containing plasma improves outcome in patients with hematologic or solid cancer and severe COVID-19 via increased neutralizing antibody activity – a randomized clinical trial,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.13.512027,<i>Candida albicans</i>promotes neutrophil extracellular trap formation and leukotoxic hypercitrullination via the peptide toxin candidalysin,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2067887/v1,Effect of the one-shot cognitive behavioral therapy on insomnia and heart rate variability of health care workers at the time of Covid-19 pandemic: A randomized controlled trial,Research Square,2022
10.21203/rs.3.rs-2143780/v1,Upregulated complement receptors correlate with Fc gamma receptor 3A-positive natural killer and natural killer-T cells in neuromyelitis optica spectrum disorder,Research Square,2022
10.21203/rs.3.rs-1998720/v1,Betulin and its Derivatives Reduce Inflammation and COX-2 Activity in Macrophages,Research Square,2022
10.1101/2022.10.13.511885,Refphase: Multi-sample reference phasing reveals haplotype-specific copy number heterogeneity,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.13.512111,Smaller total and subregional cerebellar volumes in posttraumatic stress disorder: a mega-analysis by the ENIGMA-PGC PTSD workgroup,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.13.22281074,Trans-ancestry meta-analysis of genome wide association studies of inhibitory control,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2166282/v1,Substance (mis)use among refugees as a matter of social ecology: insights into a multi-site rapid assessment in Germany,Research Square,2022
10.21203/rs.3.rs-2125500/v1,"Avoiding extraction of severely damaged teeth: Impact of crown-root ratio altering apical root resection, orthodontic extrusion, and surgical crown lengthening on load capability",Research Square,2022
10.1101/2022.10.19.22281276,Genome-wide association study identifies<i>ADRA2A</i>and<i>IRX1</i>as novel risk genes for Raynaud’s phenomenon,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.19.512904,MSBooster: Improving Peptide Identification Rates using Deep Learning-Based Features,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.24.513188,Localized APP pathology in the hippocampus is sufficient to result in progressive disorganization of the timing of neuronal firing patterns,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.22.22281221,Rare predicted loss-of-function variants of type I IFN immunity genes are associated with life-threatening COVID-19,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2121173/v1,Stereotactical normalization with multiple templates representative of normal and Parkinson-typical reduction of striatal uptake improves the discriminative power of automatic semi-quantitative analysis in dopamine transporter SPECT,Research Square,2022
10.21203/rs.3.rs-2147359/v1,Evaluation of AI model for cephalometriclandmark classification (TG Dental),Research Square,2022
10.21203/rs.3.rs-2174941/v1,GBA/GBN-position on the feedback of incidental findings in biobank-based research: consensus-based workflow development and pilot implementation,Research Square,2022
10.21203/rs.3.rs-2166294/v1,"Oxytocin vs. placebo effects on intrusive memory consolidation using a trauma film paradigm: a randomized, controlled experimental study in healthy women",Research Square,2022
10.1101/2022.10.25.22281505,Trials that turn from retrospectively registered to prospectively registered: A cohort study of ‘retroactively prospective’ clinical trial registration using history data,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.26.513823,The function and decline of the female reproductive tract at single-cell resolution,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.28.514220,Co-option of the transcription factor<i>SALL1</i>in mole ovotestis formation,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.27.22281514,Do National Health Insurance Schemes Guarantee Financial Risk Protection in the drive towards Universal Health Coverage in West Africa? A Systematic Review of Observational Studies,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.10.31.514544,Slice-PASEF: fragmenting all ions for maximum sensitivity in proteomics,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-1644513/v1,Central-line associated bloodstream infections in intensive care units before and after implementation of daily antiseptic bathing with chlorhexidine or octenidine - A post-hoc analysis of a cluster-randomised controlled trial,Research Square,2022
10.1101/2022.10.31.22281754,Informed consent and trial prioritization for human subject research during the COVID-19 pandemic. Stakeholder experiences and viewpoints,medRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2152497/v1,Benefits of physical activity on reproductive health functions among polycystic ovarian syndrome women: A systematic review,Research Square,2022
10.21203/rs.3.rs-2203610/v1,Lack of Structural Brain Alterations associated with Insomnia: Findings from the ENIGMA-Sleep working group,Research Square,2022
10.21203/rs.3.rs-2153749/v1,Validation of artificial intelligence containing products across the regulated healthcare industries,Research Square,2022
10.21203/rs.3.rs-2196160/v1,"Determinants of physical, psychological, and social well-being in older adults residing in senior care facilities of Pakistan",Research Square,2022
10.21203/rs.3.rs-2207436/v1,Feasibility of school music trips with safe cohorts during high SARS-CoV-2 incidence rates: a longitudinal observation study,Research Square,2022
10.1101/2022.11.02.514919,Gene expression signatures predict circadian rhythms in oncogenic pathways,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.05.515283,Dose-response relationships of LSD-induced subjective experiences in humans,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2209106/v1,Practical considerations for determination of scapular internal rotation and its value in reverse total shoulder arthroplasty,Research Square,2022
10.21203/rs.3.rs-2207547/v1,Interconnectivity of fear of progression and generalized anxiety – Network analysis among a sample of hematological cancer survivors,Research Square,2022
10.1101/2022.11.11.516008,Combining different CRISPR nucleases for simultaneous knock-in and base editing prevents translocations in multiplex-edited CAR T cells,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2256298/v1,FINCA syndrome beyond pulmonary affection: biallelic NHLRC2 variants in eight families with intellectual disability and epilepsy,Research Square,2022
10.21203/rs.3.rs-2255933/v1,The association of racism and discrimination in disparities of hypertensive disorders of pregnancy: an analysis of PRAMS data,Research Square,2022
10.1101/2022.11.10.515290,Elimusertib outperforms standard of care chemotherapy in preclinical patient-derived pediatric solid tumor models,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.12.516267,Time-resolved cryo-EM reveals early ribosome assembly in action,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.07.22281564,FHIR-DHP: A Standardized Clinical Data Harmonisation Pipeline for scalable AI application deployment,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.16.516773,Germline determinants of the prostate tumor genome,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.16.516769,Real-time library search increases cross-link identification depth across all levels of sample complexity,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.17.515658,Therapy-induced senescence upregulates antigen presentation machinery and triggers anti-tumor immunity in Acute Myeloid Leukemia,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2251725/v1,Characterization of tungiasis infection and morbidity in Kenya reveals increase in disease burden during COVID-19 school closures.,Research Square,2022
10.1101/2022.11.17.22282130,Maternal synapsin 1 autoantibodies are associated with neurodevelopmental delay,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.16.22282340,Otologic disease among patients with primary ciliary dyskinesia - an international observational study,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.17.22282445,Subjective and Objective Assessment of Physical Activity in Older Adults: Results from Berlin Aging Study II,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.20.517242,Single-cell multi-omics reveals dynamics of purifying selection of pathogenic mitochondrial DNA across human immune cells,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.20.22282517,AI-based Prediction of Imminent Primary Stroke on Claims Data Enables Accurate Patient Stratification,medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.21.516403,Adaptive biasing of action-selective cortical build-up activity by choice history,bioRxiv (Cold Spring Harbor Laboratory),2022
10.21203/rs.3.rs-2297364/v1,Inter-rater reliability of the extended Composite Quality Score (CQS-2) – a pilot study,Research Square,2022
10.1101/2022.11.23.517621,Mapping the content of comments on bioRxiv and medRxiv preprints,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.23.517729,Statistical Inference of Enhancer-Gene Networks Reveals Pivotal Role of T-bet Expression Intensity for T Helper Cell Fate,bioRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.22.22282598,"Childhood trauma moderates schizotypy-related brain morphology: Analyses of 1,182 healthy individuals from the ENIGMA Schizotypy working group",medRxiv (Cold Spring Harbor Laboratory),2022
10.1101/2022.11.23.22282583,Sinonasal disease among patients with primary ciliary dyskinesia – an international study,medRxiv (Cold Spring Harbor Laboratory),2022
